gene,cluster,study,cluster_study,class,timing
ZEB1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FXR1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AC240274.1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CUX1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ANXA5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AXL,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CACUL1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CARHSP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CBX6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GPX4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GULP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MID1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MPPED2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
OIP5.AS1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL34P18,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SELK,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SPCS2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SQLE,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TMED2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PPP2R1A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ANKRD40,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ARHGAP5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DCAF16,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DNAJB1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FGFR1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
IDH1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KIDINS220,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RFC1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TSPAN3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SREBF2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
BANF1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
BBX,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FAM213A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FUT8,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HSPD1P1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PGGT1B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PPAP2B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PRDX3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RANP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SETD2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SNRPGP2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
WWTR1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
REV3L,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PSMB6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ABAT,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DOK5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GPR56,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
H2AFV,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HNRNPUL1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
IGF1R,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KNTC1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MCM7,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NRG1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RP11.76I14.1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SCRN1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SEMA6A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SMC4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TSPAN5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
UBA6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
EIF4E,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ARPC2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NUTF2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
UBE2V2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
BARD1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CDON,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
COMMD6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FAM13A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FUT9,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LDHA,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LIPG,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PSAP,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TNRC6A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ZC2HC1A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ZNF451,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
WDR43,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PABPN1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ATXN7L3B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ZNF738,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
BROX,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
C14orf23,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CD63,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CTNNA1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DAAM1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
EXOSC8,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FADS1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FGD5.AS1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GLO1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PARP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
R3HDM2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RANBP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ZNF43,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KHDRBS1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NSRP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AKAP9,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CRIM1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
EIF2S2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GPM6A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LTBP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL21P28,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPN2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
UQCRB,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ZNF644,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
BRD4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
EIF3A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PSMD11,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SF3B6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AKAP12,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
BZW1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CANX,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CLU,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KIF5A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MCM4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MGST3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PSAT1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RALGAPA2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SEL1L3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
UHRF1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AGO2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
COX7A2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CTBP2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LRP6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NBPF11,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PFN2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PPM1K,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SAT1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SLC35F1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SMC2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SNRPD1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TMEM170A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AHSA1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MT.ND3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CAMTA1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DENND5A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
EIF5A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HMGB1P10,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KTN1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL4P4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPSAP58,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
JUN,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ARPP19,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CELF2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DNMT1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ETV5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FZD3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GNG5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HMGCR,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KIF5C,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NADK2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NBPF9,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PPP3CA,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL24P4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RRM1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
UBE2N,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
WIPF3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RNPS1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ZNF121,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL39P3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
VPS35,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AEBP2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ATP1A2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ATP1B2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FAU,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MAGI1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PCNP,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SOX2.OT,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RP1.278E11.3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ANKRD36B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CCNL1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
COX7C,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CTNND1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HMGB2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LIFR,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MMS22L,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NBPF15,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PEG10,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PHLDA1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PPA1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RB1CC1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RP11.613M5.2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL22,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SRGAP2C,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SRI,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TLK1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TMPO,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GIGYF1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PPIAP22,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AASS,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CCT6A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
EFNB2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FXYD6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HDAC2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MSI2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PAICS,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PARK7,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PKM,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RP11.742N3.1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SDCBP,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SEC62,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ZFR,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DHX9,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CCDC14,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CHCHD3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ENO1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ID4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NOTCH2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PDCD4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RHOA,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RP4.706A16.3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SCAF11,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SOD1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
STAG2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TMEM161B.AS1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CLK1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CNBP,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FAM107A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
IDI1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
IRF2BP2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PEA15,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RP11.166D19.1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SERBP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SHFM1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RAD21,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FLJ31306,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
COL11A1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CSDE1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DCX,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DDAH1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
G3BP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HELLS,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HMGN2P3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HSP90B1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NREP,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PLCE1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SRGAP2B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SETBP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HSPA1B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
INTU,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MYO10,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NAP1L4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL26,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SYT11,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AGO3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ALDOA,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KPNB1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PTBP2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SRSF2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL29,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
AC253572.1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
APC,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
EGR1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MSMO1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL39,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TPI1P1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPS3AP26,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPSA,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CDH2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CH17.449C21.1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HSPH1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SNRPG,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SUPT16H,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TMEM132B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TOP2B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TOR1AIP2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ARHGAP21,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GPR98,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HMGN2P5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HSPE1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LHX2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MSI1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MT.ND1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PON2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RDX,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SREK1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SRSF7,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TFAP2C,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GOLIM4,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CHD9,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KIF21A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PRKDC,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PTN,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SEPT2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SSB,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TROVE2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DEK,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GLI3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KLF6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL30,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SRGAP3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ARRDC3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ANP32E,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CHD7,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CREB5,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FOS,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
H2AFZ,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HSPD1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SOX2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TMSB10,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TOB1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TUBA1B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SRP9,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ATP5G2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
DBI,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
GPM6B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HES1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HNRNPL,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
KIF1B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
NBPF14,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PAX6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PTGES3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
UBE2Q2P6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
VCAN,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPL38,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
BCL11A,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FAM171B,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LUC7L3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
PHIP,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SFRP1,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
TTC3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
CKB,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
ENAH,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FABP5P7,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FABP7,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
FTL,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
HMGN3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
LDHB,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
MAP2,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
RPS3AP6,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SEPT11,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
SLC1A3,RG-div2,kriegstein,RG-div2_kriegstein,radial_glia,precursor
